testing_performance,testing_complexity,training_performance,training_complexity,task_id,selection,split,task_type,seed
0.66442955,103146,0.6441948,89760,2073,tournament,20%,classification,4814
1.0,113,1.0,113,359960,tournament,20%,classification,4881
0.84705883,353,0.89542484,307,190146,tournament,20%,classification,4627
0.9130435,43722,0.904,35502,146818,tournament,20%,classification,4549
0.6577181,168540,0.6516854,140376,2073,tournament,20%,classification,4818
0.9315069,4517,0.95437264,3605,359958,tournament,20%,classification,4761
0.8235294,1157,0.8496732,1157,190146,tournament,20%,classification,4633
0.8578199,1207,0.88684213,1207,359962,tournament,20%,classification,4969
0.85128206,289231,0.8257143,253746,168784,tournament,20%,classification,4918
0.5878378,74921,0.61886793,61811,359959,tournament,20%,classification,4791
0.89041096,34181,0.9619772,28041,359958,tournament,20%,classification,4759
0.69,9888,0.8388889,8142,168757,tournament,20%,classification,4673
0.8672986,71976,0.8947368,59966,359962,tournament,20%,classification,4955
0.5608108,128771,0.6301887,104411,359959,tournament,20%,classification,4773
0.87058824,743,0.8888889,743,190146,tournament,20%,classification,4621
0.73333335,51,0.82222223,51,359955,tournament,20%,classification,4614
0.65,11251,0.78333336,8951,168757,tournament,20%,classification,4658
0.8679245,1139,0.8947368,1136,359956,tournament,20%,classification,4696
0.8584906,159601,0.9368421,132461,359956,tournament,20%,classification,4691
0.99421966,109,1.0,109,359960,tournament,20%,classification,4873
0.74666667,852,0.837037,852,359955,tournament,20%,classification,4592
0.74666667,2321,0.837037,2321,359955,tournament,20%,classification,4598
0.85507244,2186,0.912,1546,146818,tournament,20%,classification,4540
0.75,1226,0.8333333,581,168757,tournament,20%,classification,4671
0.7162162,20541,0.7443609,19301,359954,tournament,20%,classification,4587
0.6577181,460042,0.6329588,364882,2073,tournament,20%,classification,4811
0.6621622,24171,0.7969925,17701,359954,tournament,20%,classification,4574
0.5810811,231,0.7894737,231,359954,tournament,20%,classification,4568
1.0,111,1.0,111,359960,tournament,20%,classification,4865
0.85882354,1765,0.86928105,1765,190146,tournament,20%,classification,4635
0.6756757,57561,0.7744361,50271,359954,tournament,20%,classification,4570
0.6912752,25590,0.6741573,21348,2073,tournament,20%,classification,4825
0.6756757,725,0.7518797,725,359954,tournament,20%,classification,4590
0.76,2,0.82222223,2,359955,tournament,20%,classification,4591
0.86255926,190601,0.8736842,154351,359962,tournament,20%,classification,4966
0.8695652,801,0.928,801,146818,tournament,20%,classification,4537
0.84705883,354,0.89542484,303,190146,tournament,20%,classification,4643
0.8207547,2427,0.91052634,2427,359956,tournament,20%,classification,4703
0.86986303,2075,0.9353612,1631,359958,tournament,20%,classification,4757
0.8207547,86571,0.91052634,71911,359956,tournament,20%,classification,4706
0.75,6301,0.79444444,6521,168757,tournament,20%,classification,4656
0.9041096,339,0.9429658,283,359958,tournament,20%,classification,4763
0.89041096,8266,0.95437264,6636,359958,tournament,20%,classification,4743
0.79,59431,0.81666666,48151,168757,tournament,20%,classification,4679
0.8117647,364,0.875817,309,190146,tournament,20%,classification,4631
0.83076924,199701,0.8257143,165941,168784,tournament,20%,classification,4897
0.9041096,37141,0.9353612,35221,359958,tournament,20%,classification,4749
0.8,14542,0.85,11542,168757,tournament,20%,classification,4678
0.7114094,316371,0.6441948,253621,2073,tournament,20%,classification,4819
0.6283784,3889,0.6037736,3889,359959,tournament,20%,classification,4785
0.76,39152,0.8296296,32072,359955,tournament,20%,classification,4607
1.0,230,1.0,230,359960,tournament,20%,classification,4887
0.8102564,481131,0.80285716,414491,168784,tournament,20%,classification,4906
0.6486486,843,0.7518797,843,359954,tournament,20%,classification,4581
0.88235295,393,0.85620916,334,190146,tournament,20%,classification,4624
0.89855075,4181,0.896,3846,146818,tournament,20%,classification,4550
1.0,110,1.0,110,359960,tournament,20%,classification,4874
0.89099526,3,0.8736842,3,359962,tournament,20%,classification,4974
0.81,124121,0.8055556,99391,168757,tournament,20%,classification,4659
0.73,5001,0.85,4051,168757,tournament,20%,classification,4674
1.0,140,1.0,140,359960,tournament,20%,classification,4867
0.7733333,76741,0.82222223,61881,359955,tournament,20%,classification,4620
1.0,583,1.0,481,359960,tournament,20%,classification,4888
0.8153846,80481,0.82857144,80441,168784,tournament,20%,classification,4913
0.6216216,869161,0.7443609,727661,359954,tournament,20%,classification,4572
0.7733333,551,0.84444445,301,359955,tournament,20%,classification,4609
0.8301887,18351,0.9,14891,359956,tournament,20%,classification,4686
0.8695652,10637,0.912,8477,146818,tournament,20%,classification,4532
0.8867925,3,0.8947368,3,359956,tournament,20%,classification,4681
1.0,125,1.0,125,359960,tournament,20%,classification,4872
0.6351351,74736,0.7443609,60726,359954,tournament,20%,classification,4577
0.8584906,285,0.94736844,285,359956,tournament,20%,classification,4682
0.76,117541,0.8388889,94391,168757,tournament,20%,classification,4680
0.6979866,230992,0.6441948,185272,2073,tournament,20%,classification,4817
0.6486486,48901,0.7669173,39381,359954,tournament,20%,classification,4580
0.89855075,20236,0.96,17676,146818,tournament,20%,classification,4553
0.8720379,5,0.8815789,5,359962,tournament,20%,classification,4960
0.8695652,2,0.928,2,146818,tournament,20%,classification,4547
0.8773585,11081,0.9052632,9001,359956,tournament,20%,classification,4687
0.8153846,79251,0.82285714,64201,168784,tournament,20%,classification,4905
0.6912752,189353,0.6179775,160133,2073,tournament,20%,classification,4821
0.4527027,11,0.61886793,11,359959,tournament,20%,classification,4780
0.73,1428,0.79444444,1428,168757,tournament,20%,classification,4676
0.982659,168,1.0,169,359960,tournament,20%,classification,4889
0.8815166,85136,0.8815789,70016,359962,tournament,20%,classification,4980
0.89855075,2154,0.928,1758,146818,tournament,20%,classification,4559
0.8051282,25649,0.8428571,23369,168784,tournament,20%,classification,4901
0.89855075,6449,0.928,5753,146818,tournament,20%,classification,4558
0.6891892,144191,0.7368421,115791,359954,tournament,20%,classification,4579
0.6756757,22051,0.7368421,22011,359954,tournament,20%,classification,4586
0.884058,22916,0.928,17236,146818,tournament,20%,classification,4556
0.5608108,16791,0.61886793,15451,359959,tournament,20%,classification,4771
0.8835617,3468,0.9429658,2988,359958,tournament,20%,classification,4766
0.8352941,305,0.85620916,305,190146,tournament,20%,classification,4634
0.6756757,14553,0.7969925,12921,359954,tournament,20%,classification,4584
0.74666667,356,0.82222223,296,359955,tournament,20%,classification,4602
0.85882354,1627,0.8888889,1627,190146,tournament,20%,classification,4636
0.82564104,465131,0.81714284,419531,168784,tournament,20%,classification,4919
0.6979866,281521,0.6329588,226141,2073,tournament,20%,classification,4816
0.86255926,16,0.8684211,16,359962,tournament,20%,classification,4968
0.6216216,180821,0.7293233,150266,359954,tournament,20%,classification,4563
0.79452056,6981,0.95057034,11096,359958,tournament,20%,classification,4746
0.89041096,89351,0.9619772,72861,359958,tournament,20%,classification,4770
0.89411765,782,0.9019608,782,190146,tournament,20%,classification,4648
0.68115944,57552,0.92,47522,146818,tournament,20%,classification,4543
0.75,140151,0.8111111,113621,168757,tournament,20%,classification,4670
0.67114097,91,0.6479401,81,2073,tournament,20%,classification,4820
0.89726025,4736,0.95057034,2731,359958,tournament,20%,classification,4762
0.9246575,191,0.9353612,191,359958,tournament,20%,classification,4741
0.70469797,192771,0.70037454,155171,2073,tournament,20%,classification,4823
0.85507244,21891,0.888,17311,146818,tournament,20%,classification,4560
0.8862559,21731,0.8763158,18751,359962,tournament,20%,classification,4979
0.8530806,2,0.8789474,2,359962,tournament,20%,classification,4954
0.6912752,483001,0.6329588,389221,2073,tournament,20%,classification,4807
0.9041096,185391,0.9619772,140301,359958,tournament,20%,classification,4758
0.5472973,16081,0.6339623,12391,359959,tournament,20%,classification,4775
0.6621622,29426,0.7819549,24356,359954,tournament,20%,classification,4588
0.77,256221,0.8333333,210601,168757,tournament,20%,classification,4677
0.68456376,219491,0.670412,177721,2073,tournament,20%,classification,4824
0.8867925,912,0.9368421,912,359956,tournament,20%,classification,4689
0.6891892,129996,0.7593985,107396,359954,tournament,20%,classification,4564
0.84705883,1601,0.9150327,1601,190146,tournament,20%,classification,4647
0.7162162,291,0.7744361,291,359954,tournament,20%,classification,4562
0.85882354,1445,0.9346405,1445,190146,tournament,20%,classification,4642
0.7,4803,0.82222223,4609,168757,tournament,20%,classification,4657
0.5405405,40991,0.6037736,32291,359959,tournament,20%,classification,4794
0.9315069,20452,0.9695817,18392,359958,tournament,20%,classification,4750
0.7948718,256291,0.85142857,212381,168784,tournament,20%,classification,4899
0.8672986,65586,0.89736843,54536,359962,tournament,20%,classification,4975
0.5878378,11468,0.61132073,11156,359959,tournament,20%,classification,4795
0.9109589,40,0.95057034,40,359958,tournament,20%,classification,4769
0.76,1097,0.8518519,1097,359955,tournament,20%,classification,4610
0.8,11031,0.82222223,3366,168757,tournament,20%,classification,4664
0.85882354,342,0.86928105,303,190146,tournament,20%,classification,4628
0.7733333,226,0.84444445,236,359955,tournament,20%,classification,4600
0.8490566,56811,0.9263158,47251,359956,tournament,20%,classification,4693
0.8695652,7,0.912,7,146818,tournament,20%,classification,4536
0.87677723,5,0.8842105,5,359962,tournament,20%,classification,4958
0.8695652,1271,0.952,1171,146818,tournament,20%,classification,4546
0.75,114521,0.84444445,92591,168757,tournament,20%,classification,4663
0.76,119331,0.81666666,95351,168757,tournament,20%,classification,4668
0.6912752,46,0.6741573,46,2073,tournament,20%,classification,4804
0.75,22,0.82222223,22,168757,tournament,20%,classification,4669
0.89726025,314,0.9391635,314,359958,tournament,20%,classification,4752
1.0,82,1.0,82,359960,tournament,20%,classification,4861
0.83076924,278531,0.8457143,249171,168784,tournament,20%,classification,4920
0.6912752,48821,0.6254682,40247,2073,tournament,20%,classification,4810
0.9041096,110461,0.95057034,90541,359958,tournament,20%,classification,4754
0.9315069,1937,0.92015207,1937,359958,tournament,20%,classification,4767
0.85128206,396821,0.8,322831,168784,tournament,20%,classification,4900
0.91780823,19461,0.94676805,17021,359958,tournament,20%,classification,4756
0.5608108,7233,0.61509436,7233,359959,tournament,20%,classification,4799
0.6891892,1698,0.7368421,1698,359954,tournament,20%,classification,4571
0.79,73811,0.81666666,58901,168757,tournament,20%,classification,4660
0.83076924,64745,0.8371429,54119,168784,tournament,20%,classification,4910
0.79,206111,0.8388889,167361,168757,tournament,20%,classification,4675
0.8584906,78982,0.92105263,66082,359956,tournament,20%,classification,4694
0.76,1006,0.85925925,1006,359955,tournament,20%,classification,4594
0.82564104,469281,0.8257143,399681,168784,tournament,20%,classification,4908
0.8815166,65111,0.88684213,52141,359962,tournament,20%,classification,4963
0.8679245,16661,0.92105263,14041,359956,tournament,20%,classification,4698
0.79,63061,0.8277778,46601,168757,tournament,20%,classification,4651
0.7315436,296722,0.6741573,240782,2073,tournament,20%,classification,4806
0.8672986,217,0.86315787,217,359962,tournament,20%,classification,4952
0.527027,89,0.6,89,359959,tournament,20%,classification,4779
0.74666667,99,0.8518519,99,359955,tournament,20%,classification,4617
0.8672986,5,0.8763158,5,359962,tournament,20%,classification,4951
0.5743243,406,0.6301887,366,359959,tournament,20%,classification,4798
0.8352941,102001,0.86928105,93561,190146,tournament,20%,classification,4649
0.884058,671,0.904,695,146818,tournament,20%,classification,4533
0.67114097,511391,0.66292137,414611,2073,tournament,20%,classification,4803
0.89855075,8471,0.92,6671,146818,tournament,20%,classification,4545
0.884058,129221,0.904,103641,146818,tournament,20%,classification,4539
0.87058824,1157,0.89542484,1157,190146,tournament,20%,classification,4632
0.6486486,31376,0.7669173,25486,359954,tournament,20%,classification,4565
1.0,97,1.0,97,359960,tournament,20%,classification,4883
0.8301887,2021,0.8947368,2020,359956,tournament,20%,classification,4695
1.0,67,1.0,67,359960,tournament,20%,classification,4866
0.8117647,424,0.88235295,355,190146,tournament,20%,classification,4623
0.5675676,39061,0.6415094,35661,359959,tournament,20%,classification,4784
0.84615386,184301,0.80857146,172381,168784,tournament,20%,classification,4898
0.6510067,210141,0.68164796,172301,2073,tournament,20%,classification,4813
0.7733333,114,0.8148148,113,359955,tournament,20%,classification,4615
0.6979866,26,0.65917605,26,2073,tournament,20%,classification,4805
0.87058824,99301,0.88235295,96001,190146,tournament,20%,classification,4626
0.5337838,59681,0.6226415,58441,359959,tournament,20%,classification,4774
0.8679245,1062,0.9157895,1062,359956,tournament,20%,classification,4700
0.86255926,131941,0.8763158,107121,359962,tournament,20%,classification,4977
0.9041096,22951,0.9353612,19071,359958,tournament,20%,classification,4747
0.6756757,746,0.7443609,746,359954,tournament,20%,classification,4567
0.5675676,4651,0.61132073,4711,359959,tournament,20%,classification,4778
0.87058824,1297,0.88235295,1157,190146,tournament,20%,classification,4641
0.6891892,38781,0.7293233,31681,359954,tournament,20%,classification,4578
0.82051283,410781,0.82857144,365121,168784,tournament,20%,classification,4904
0.6442953,102291,0.67790264,82561,2073,tournament,20%,classification,4812
0.84705883,2,0.875817,2,190146,tournament,20%,classification,4637
0.89041096,2201,0.9391635,1471,359958,tournament,20%,classification,4764
0.5675676,15379,0.6339623,12883,359959,tournament,20%,classification,4781
0.74666667,172,0.8296296,172,359955,tournament,20%,classification,4601
0.86986303,21771,0.9657795,19151,359958,tournament,20%,classification,4745
0.74,10061,0.8111111,9875,168757,tournament,20%,classification,4672
0.5675676,6511,0.6,6511,359959,tournament,20%,classification,4782
0.76,85651,0.8296296,67051,359955,tournament,20%,classification,4612
1.0,94,1.0,94,359960,tournament,20%,classification,4862
0.84705883,2297,0.84313726,2297,190146,tournament,20%,classification,4650
0.72,67,0.7888889,67,168757,tournament,20%,classification,4654
0.87058824,1123,0.89542484,1123,190146,tournament,20%,classification,4640
1.0,106,1.0,106,359960,tournament,20%,classification,4863
0.74666667,6,0.8296296,6,359955,tournament,20%,classification,4619
0.89726025,10036,0.9353612,8176,359958,tournament,20%,classification,4768
0.8102564,314111,0.81714284,307791,168784,tournament,20%,classification,4911
0.6933333,6,0.8518519,6,359955,tournament,20%,classification,4599
0.8773585,22051,0.9,21431,359956,tournament,20%,classification,4710
0.7866667,55,0.8148148,55,359955,tournament,20%,classification,4618
0.89855075,5671,0.944,4001,146818,tournament,20%,classification,4552
0.8584906,704,0.93157893,704,359956,tournament,20%,classification,4705
0.8102564,313871,0.84,264161,168784,tournament,20%,classification,4902
0.8396226,600,0.9052632,600,359956,tournament,20%,classification,4701
0.7897436,270151,0.8257143,225971,168784,tournament,20%,classification,4914
0.83589745,88121,0.81714284,87761,168784,tournament,20%,classification,4916
0.9099526,82267,0.8894737,66267,359962,tournament,20%,classification,4959
1.0,114,1.0,114,359960,tournament,20%,classification,4876
0.6979866,2,0.6217228,2,2073,tournament,20%,classification,4822
1.0,334,1.0,254,359960,tournament,20%,classification,4864
0.67785233,455281,0.6292135,353771,2073,tournament,20%,classification,4829
0.89855075,3363,0.872,3363,146818,tournament,20%,classification,4557
0.8153846,402631,0.8314286,332971,168784,tournament,20%,classification,4903
0.6621622,2752,0.7368421,2422,359954,tournament,20%,classification,4561
0.8720379,4,0.8815789,4,359962,tournament,20%,classification,4962
0.5743243,476,0.6037736,436,359959,tournament,20%,classification,4792
0.89726025,255,0.9315589,187,359958,tournament,20%,classification,4748
0.79,653361,0.8,523891,168757,tournament,20%,classification,4655
0.89411765,947,0.875817,947,190146,tournament,20%,classification,4646
0.82051283,250201,0.8485714,207111,168784,tournament,20%,classification,4895
0.67114097,22551,0.670412,25521,2073,tournament,20%,classification,4808
0.8490566,242,0.93157893,242,359956,tournament,20%,classification,4709
0.83589745,135871,0.8542857,114521,168784,tournament,20%,classification,4894
0.6891892,803,0.7518797,803,359954,tournament,20%,classification,4589
0.6486486,141,0.7744361,141,359954,tournament,20%,classification,4585
0.8679245,44481,0.9263158,36021,359956,tournament,20%,classification,4699
0.6979866,361201,0.65543073,291061,2073,tournament,20%,classification,4802
0.7733333,40321,0.837037,31361,359955,tournament,20%,classification,4596
0.84705883,435,0.88235295,435,190146,tournament,20%,classification,4629
0.88235295,2058,0.88235295,2058,190146,tournament,20%,classification,4645
1.0,137,1.0,137,359960,tournament,20%,classification,4886
0.99421966,171,1.0,171,359960,tournament,20%,classification,4868
0.7114094,463021,0.670412,371321,2073,tournament,20%,classification,4801
0.85882354,1445,0.86928105,1445,190146,tournament,20%,classification,4639
0.76,57162,0.8055556,46152,168757,tournament,20%,classification,4667
0.8672986,7,0.88684213,7,359962,tournament,20%,classification,4970
0.8679245,22551,0.9157895,18391,359956,tournament,20%,classification,4685
0.8584906,59821,0.9263158,49951,359956,tournament,20%,classification,4690
0.884058,1415,0.912,1079,146818,tournament,20%,classification,4554
0.85128206,235141,0.8257143,221861,168784,tournament,20%,classification,4891
0.8117647,407,0.86928105,352,190146,tournament,20%,classification,4625
0.85507244,6557,0.92,6089,146818,tournament,20%,classification,4538
0.9246575,30666,0.95437264,25066,359958,tournament,20%,classification,4753
0.8117647,341,0.86928105,275,190146,tournament,20%,classification,4630
0.6351351,136,0.66917294,126,359954,tournament,20%,classification,4569
0.6621622,1566,0.7518797,1566,359954,tournament,20%,classification,4582
0.89041096,2609,0.9353612,2609,359958,tournament,20%,classification,4765
1.0,125,1.0,125,359960,tournament,20%,classification,4875
0.8,82671,0.8457143,81051,168784,tournament,20%,classification,4912
0.91780823,28092,0.94676805,22232,359958,tournament,20%,classification,4742
0.8207547,92111,0.8842105,75441,359956,tournament,20%,classification,4704
0.89726025,91781,0.9353612,72181,359958,tournament,20%,classification,4755
0.884058,16866,0.888,12286,146818,tournament,20%,classification,4531
1.0,121,1.0,121,359960,tournament,20%,classification,4869
0.5743243,474,0.56981134,474,359959,tournament,20%,classification,4772
0.6351351,366,0.7218045,336,359954,tournament,20%,classification,4575
0.68456376,32,0.6292135,32,2073,tournament,20%,classification,4830
0.73333335,346,0.85925925,326,359955,tournament,20%,classification,4603
0.5878378,416,0.5962264,406,359959,tournament,20%,classification,4790
0.84102565,213271,0.8314286,198171,168784,tournament,20%,classification,4917
0.6912752,89322,0.64044946,66402,2073,tournament,20%,classification,4828
0.6013514,1169,0.5924528,1169,359959,tournament,20%,classification,4789
0.8530806,2,0.8789474,2,359962,tournament,20%,classification,4967
0.8679245,364,0.8894737,364,359956,tournament,20%,classification,4702
1.0,59,1.0,59,359960,tournament,20%,classification,4885
1.0,137,1.0,137,359960,tournament,20%,classification,4880
0.5810811,2086,0.6301887,941,359959,tournament,20%,classification,4793
0.72483224,311881,0.6966292,253801,2073,tournament,20%,classification,4826
0.76,103201,0.837037,84581,359955,tournament,20%,classification,4611
0.7733333,326,0.88148147,256,359955,tournament,20%,classification,4595
0.76,386,0.8666667,386,359955,tournament,20%,classification,4593
0.5,8691,0.6264151,8711,359959,tournament,20%,classification,4800
0.9109589,21281,0.95057034,16861,359958,tournament,20%,classification,4760
0.8695652,15661,0.88,16881,146818,tournament,20%,classification,4548
0.8962264,2,0.8947368,2,359956,tournament,20%,classification,4684
0.6216216,37316,0.7819549,31266,359954,tournament,20%,classification,4576
1.0,160,1.0,160,359960,tournament,20%,classification,4878
0.8051282,361201,0.82285714,293441,168784,tournament,20%,classification,4907
0.86255926,30231,0.8842105,24021,359962,tournament,20%,classification,4961
0.84705883,2039,0.875817,2039,190146,tournament,20%,classification,4622
0.8720379,28982,0.8789474,23662,359962,tournament,20%,classification,4957
0.8396226,15851,0.91052634,13171,359956,tournament,20%,classification,4683
0.6442953,49,0.66292137,49,2073,tournament,20%,classification,4809
0.7866667,9812,0.85925925,8472,359955,tournament,20%,classification,4606
0.82564104,235061,0.82285714,219241,168784,tournament,20%,classification,4896
0.5878378,7237,0.5962264,6943,359959,tournament,20%,classification,4776
0.5405405,1040,0.6,782,359959,tournament,20%,classification,4787
1.0,93,1.0,93,359960,tournament,10%,classification,5376
0.9768786,71,1.0,71,359960,tournament,10%,classification,5384
0.5540541,1425,0.6315789,1425,359959,tournament,10%,classification,5300
0.71,7,0.8333333,7,168757,tournament,10%,classification,5180
0.58219177,5131,0.9621212,10811,359958,tournament,10%,classification,5257
0.8153846,300711,0.81142855,268521,168784,tournament,10%,classification,5399
0.8207547,2036,0.9368421,1836,359956,tournament,10%,classification,5184
0.85882354,1445,0.90909094,1445,190146,tournament,10%,classification,5143
0.89041096,12361,0.9469697,10686,359958,tournament,10%,classification,5258
0.74,5,0.8666667,5,168757,tournament,10%,classification,5154
0.76,586,0.9117647,516,359955,tournament,10%,classification,5107
0.6577181,196762,0.69402987,177352,2073,tournament,10%,classification,5303
0.8301887,164882,0.9157895,152312,359956,tournament,10%,classification,5206
0.5405405,244401,0.6165413,221811,359959,tournament,10%,classification,5292
0.6756757,231,0.76119405,231,359954,tournament,10%,classification,5061
0.774359,491951,0.8457143,459391,168784,tournament,10%,classification,5400
0.82564104,528431,0.81714284,499991,168784,tournament,10%,classification,5404
0.8405797,72,0.984127,79,146818,tournament,10%,classification,5039
0.8436019,3,0.8842105,3,359962,tournament,10%,classification,5458
0.84246576,808,0.9848485,808,359958,tournament,10%,classification,5256
0.8767123,170,0.95454544,170,359958,tournament,10%,classification,5255
0.8153846,83009,0.83428574,79325,168784,tournament,10%,classification,5393
0.83076924,114046,0.88,108631,168784,tournament,10%,classification,5420
1.0,93,1.0,94,359960,tournament,10%,classification,5368
0.8490566,2641,0.8842105,2641,359956,tournament,10%,classification,5202
0.5472973,868,0.65413535,589,359959,tournament,10%,classification,5296
0.6933333,3,0.8235294,3,359955,tournament,10%,classification,5103
0.84705883,182,0.90909094,182,190146,tournament,10%,classification,5131
0.77,15201,0.8666667,14721,168757,tournament,10%,classification,5165
0.982659,268,1.0,215,359960,tournament,10%,classification,5383
0.6351351,15001,0.80597013,15001,359954,tournament,10%,classification,5070
0.76,1025,0.7888889,881,168757,tournament,10%,classification,5168
0.85882354,265,0.9220779,265,190146,tournament,10%,classification,5136
0.5540541,1081,0.62406015,943,359959,tournament,10%,classification,5284
0.9884393,75,1.0,75,359960,tournament,10%,classification,5379
0.5540541,1037,0.6315789,1037,359959,tournament,10%,classification,5299
0.8207547,61361,0.95789474,58101,359956,tournament,10%,classification,5196
0.84102565,381301,0.81714284,356121,168784,tournament,10%,classification,5405
0.77,19,0.7888889,19,168757,tournament,10%,classification,5161
0.73333335,367,0.8235294,337,359955,tournament,10%,classification,5104
0.8767123,24351,0.969697,23451,359958,tournament,10%,classification,5246
0.7176471,375,0.90909094,347,190146,tournament,10%,classification,5145
1.0,120,1.0,120,359960,tournament,10%,classification,5371
0.86255926,38227,0.91052634,34457,359962,tournament,10%,classification,5472
1.0,170,1.0,169,359960,tournament,10%,classification,5367
0.71,8941,0.85555553,22196,168757,tournament,10%,classification,5171
0.7181208,88141,0.6641791,84821,2073,tournament,10%,classification,5325
0.70469797,25,0.75373137,25,2073,tournament,10%,classification,5309
0.8672986,147771,0.8894737,134161,359962,tournament,10%,classification,5478
0.85507244,3,0.95238096,3,146818,tournament,10%,classification,5041
0.8773585,1421,0.96842104,1421,359956,tournament,10%,classification,5188
0.72483224,135891,0.6268657,121541,2073,tournament,10%,classification,5328
0.83076924,52007,0.8457143,48563,168784,tournament,10%,classification,5411
0.74,40761,0.8666667,38341,168757,tournament,10%,classification,5167
0.66442955,15461,0.63432837,14531,2073,tournament,10%,classification,5323
0.8235294,1025,0.9350649,1025,190146,tournament,10%,classification,5132
0.79,137436,0.82222223,125516,168757,tournament,10%,classification,5174
0.6756757,92,0.76119405,92,359954,tournament,10%,classification,5063
0.84705883,603,0.9220779,552,190146,tournament,10%,classification,5147
0.7027027,11091,0.80597013,13291,359954,tournament,10%,classification,5077
1.0,58,1.0,58,359960,tournament,10%,classification,5365
0.68456376,13433,0.6791045,12881,2073,tournament,10%,classification,5318
0.70469797,141242,0.7089552,128222,2073,tournament,10%,classification,5310
0.7,196,0.82222223,196,168757,tournament,10%,classification,5173
0.6081081,21301,0.69924814,21381,359959,tournament,10%,classification,5274
0.9130435,3297,0.984127,3297,146818,tournament,10%,classification,5045
0.7733333,96,0.8088235,116,359955,tournament,10%,classification,5119
0.8436019,192191,0.9052632,174591,359962,tournament,10%,classification,5480
0.89726025,15176,0.97727275,15006,359958,tournament,10%,classification,5261
0.8679245,19132,0.95789474,19092,359956,tournament,10%,classification,5204
0.5608108,2465,0.6165413,2465,359959,tournament,10%,classification,5286
0.89855075,206,0.93650794,196,146818,tournament,10%,classification,5042
0.8,56991,0.8457143,56411,168784,tournament,10%,classification,5406
0.7,2241,0.8333333,2241,168757,tournament,10%,classification,5164
0.7948718,475141,0.84,433941,168784,tournament,10%,classification,5401
0.73333335,2,0.8382353,2,359955,tournament,10%,classification,5117
0.89855075,1667,0.95238096,1535,146818,tournament,10%,classification,5046
0.6979866,70952,0.67164177,64092,2073,tournament,10%,classification,5316
0.72,113,0.9117647,113,359955,tournament,10%,classification,5101
0.84705883,246,0.8701299,246,190146,tournament,10%,classification,5125
0.76,7985,0.8333333,7985,168757,tournament,10%,classification,5163
0.8301887,43061,0.9263158,39901,359956,tournament,10%,classification,5182
0.8672986,45611,0.9,42191,359962,tournament,10%,classification,5463
0.5405405,75381,0.68421054,71251,359959,tournament,10%,classification,5287
0.8490566,213,0.9368421,213,359956,tournament,10%,classification,5197
0.87058824,1025,0.8831169,1025,190146,tournament,10%,classification,5129
0.8207547,3,0.9157895,3,359956,tournament,10%,classification,5199
0.8352941,143212,0.8961039,127802,190146,tournament,10%,classification,5139
0.5,21199,0.60150373,23215,359959,tournament,10%,classification,5281
0.884058,5,0.9206349,5,146818,tournament,10%,classification,5058
0.8483412,2,0.8894737,2,359962,tournament,10%,classification,5459
0.8767123,2456,0.9469697,2455,359958,tournament,10%,classification,5248
0.67785233,1063,0.6567164,964,2073,tournament,10%,classification,5305
0.74666667,51,0.88235295,51,359955,tournament,10%,classification,5110
0.982659,114,1.0,114,359960,tournament,10%,classification,5382
0.6351351,81371,0.86567163,76181,359954,tournament,10%,classification,5079
0.89726025,7061,0.95454544,6201,359958,tournament,10%,classification,5249
0.76,2,0.8382353,2,359955,tournament,10%,classification,5114
0.9315069,7762,0.9848485,7762,359958,tournament,10%,classification,5241
0.5472973,2556,0.62406015,2341,359959,tournament,10%,classification,5297
0.9041096,2,0.969697,2,359958,tournament,10%,classification,5268
0.99421966,85,1.0,85,359960,tournament,10%,classification,5374
0.68456376,88985,0.6791045,87191,2073,tournament,10%,classification,5319
0.982659,53,1.0,53,359960,tournament,10%,classification,5381
0.5810811,146,0.60902256,146,359959,tournament,10%,classification,5277
0.5675676,35781,0.6466165,31201,359959,tournament,10%,classification,5294
0.8018868,46521,0.8947368,40511,359956,tournament,10%,classification,5186
0.76,18932,0.87777776,17472,168757,tournament,10%,classification,5153
0.74,67391,0.85555553,60571,168757,tournament,10%,classification,5160
0.8672986,504,0.8947368,504,359962,tournament,10%,classification,5452
1.0,65,1.0,65,359960,tournament,10%,classification,5363
0.8018868,59801,0.9052632,55461,359956,tournament,10%,classification,5192
0.6577181,170651,0.6492537,154071,2073,tournament,10%,classification,5304
1.0,95,1.0,95,359960,tournament,10%,classification,5369
0.8405797,1937,0.93650794,1937,146818,tournament,10%,classification,5057
0.9130435,1583,0.95238096,1493,146818,tournament,10%,classification,5060
0.9884393,60,1.0,60,359960,tournament,10%,classification,5389
0.8835617,264,0.95454544,247,359958,tournament,10%,classification,5270
0.8773585,515,0.9368421,515,359956,tournament,10%,classification,5195
0.8679245,259,0.94736844,259,359956,tournament,10%,classification,5203
0.7924528,38,0.96842104,38,359956,tournament,10%,classification,5205
0.74,16681,0.8111111,14811,168757,tournament,10%,classification,5158
1.0,153,1.0,153,359960,tournament,10%,classification,5387
0.8630137,498,0.9318182,498,359958,tournament,10%,classification,5244
0.8695652,2,0.9047619,2,146818,tournament,10%,classification,5049
0.76,44,0.85294116,44,359955,tournament,10%,classification,5111
0.7529412,72,0.8961039,71,190146,tournament,10%,classification,5128
0.884058,13356,0.9047619,12006,146818,tournament,10%,classification,5051
0.67114097,92,0.6119403,92,2073,tournament,10%,classification,5326
